complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
16-0122,55143739,black,male,1700 17TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0123,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
16-0124,76494295,white,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0124,69586641,black,male,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0125,46543847,black,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0125,56579515,latino,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0125,17478830,black,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0126,NA,NA,NA,NA,Departmental Violation,Sustained Finding,Not Applicable
16-0127,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
16-0127,98937646,white,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0127,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
16-0127,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
16-0128,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
16-0129,88896142,white,female,0300 03RD DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0129,19692918,white,male,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0129,19692918,white,male,0300 03RD DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0129,88896142,white,female,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0129,21789590,white,male,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0130,73404733,white,male,6200 CENTRAL DETECTIVES,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0131,35134546,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0131,35134546,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0131,35134546,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0131,35134546,white,male,1400 14TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
16-0132,47524892,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
16-0132,47524892,white,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0132,40251428,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0132,40251428,white,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0132,40251428,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
16-0133,16381570,white,male,9807 SUPP POLICE SERVICE,Verbal Abuse,No Sustained Findings,Not Applicable
16-0133,16381570,white,male,9807 SUPP POLICE SERVICE,Departmental Violation,No Sustained Findings,Not Applicable
16-0134,30461923,white,male,9828 Criminal Intell Uni,Harassment,No Sustained Findings,Not Applicable
16-0134,30461923,white,male,9828 Criminal Intell Uni,Criminal Allegation,No Sustained Findings,Not Applicable
16-0135,72490808,black,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0135,72490808,black,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0136,79755174,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0136,80731584,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0137,16598894,white,female,0800 08TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0137,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
16-0137,16598894,white,female,0800 08TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0138,26342393,black,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0138,61323377,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0139,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
16-0140,73494684,latino,male,4922 RADIO ROOM,Lack of Service,No Sustained Findings,Not Applicable
16-0141,67070085,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0141,43384420,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0142,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
16-0142,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
16-0143,54487478,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0143,35497266,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0144,46192628,black,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0145,79196760,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0145,23622762,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0146,50265123,white,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0146,71914026,black,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0146,71914026,black,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0146,50265123,white,male,0600 06TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0146,50265123,white,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0146,42132837,white,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0146,42132837,white,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0146,42132837,white,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0146,42132837,white,male,0600 06TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
16-0146,71914026,black,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0146,71914026,black,male,0600 06TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0146,38381349,black,male,0600 06TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0146,50265123,white,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0147,94422609,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0147,17044526,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0148,10858194,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0148,78119928,latino,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
16-0148,78119928,latino,male,6600 NORTHWEST DETECTIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0148,10858194,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0148,64477998,black,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0148,64477998,black,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0148,90040437,white,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
16-0148,41871225,black,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0148,85896531,latino,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0148,90040437,white,male,6600 NORTHWEST DETECTIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0148,85896531,latino,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0148,41574251,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0148,41574251,black,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0148,41871225,black,male,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0149,NA,NA,NA,NA,No C.A.P. Investigation,Not Applicable,Not Applicable
16-0150,58350374,latino,female,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0150,79394685,black,female,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0150,58350374,latino,female,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0150,79394685,black,female,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0151,77173730,latino,male,1600 16TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0151,77173730,latino,male,1600 16TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0151,42515985,latino,male,1600 16TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0151,42515985,latino,male,1600 16TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0152,61748239,latino,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0153,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
16-0154,17179452,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0154,53367044,black,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
16-0155,21250573,black,female,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0156,17672292,white,male,1800 18TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0156,44849035,white,male,1800 18TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0157,81426813,white,male,5300 HIGHWAY PATROL,Criminal Allegation,No Sustained Findings,Not Applicable
16-0157,28491937,white,male,5300 HIGHWAY PATROL,Criminal Allegation,No Sustained Findings,Not Applicable
16-0158,72875329,white,male,6500 SOUTHWEST DET,Physical Abuse,No Sustained Findings,Not Applicable
16-0158,84091340,white,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0158,38790246,white,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0159,48951227,white,male,5200 TRAFFIC DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0159,48951227,white,male,5200 TRAFFIC DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0160,73028451,white,male,1700 17TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0161,57370530,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0161,14975664,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0162,70820199,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0162,70608369,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0163,88211900,black,male,9821 SAFETY OFFICE,Harassment,No Sustained Findings,Not Applicable
16-0164,99521467,white,male,9807 SUPP POLICE SERVICE,Departmental Violation,No Sustained Findings,Not Applicable
16-0164,68759233,white,male,9807 SUPP POLICE SERVICE,Departmental Violation,No Sustained Findings,Not Applicable
16-0165,26342393,black,male,1400 14TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
16-0165,26342393,black,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0165,61323377,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0165,61323377,white,male,1400 14TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
16-0166,96776430,white,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0166,97827684,white,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0167,84328576,latino,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0167,85068952,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0168,28370744,white,male,6702 Special Victims Unit,Lack of Service,No Sustained Findings,Not Applicable
16-0168,31301347,latino,male,6702 SPECIAL VICTIMS UNI,Lack of Service,No Sustained Findings,Not Applicable
16-0169,81711427,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0169,44679605,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0169,79896623,white,male,5900 EAST DETECTIVES,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0169,79896623,white,male,5900 EAST DETECTIVES,Departmental Violation,No Sustained Findings,Not Applicable
16-0170,16004945,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
16-0171,53703157,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0172,NA,NA,NA,NA,Criminal Allegation,No Sustained Findings,Not Applicable
16-0173,84328576,latino,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0173,28218995,white,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0173,28218995,white,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0174,30077401,white,male,2400 24TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
16-0175,16144334,white,male,1200 12TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
16-0175,28196164,white,male,1200 12TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
16-0175,95623895,black,male,1200 12TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
16-0176,90705110,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0176,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
16-0176,90705110,black,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0176,29180642,black,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0176,29180642,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0177,59281808,white,male,3500 35TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
16-0177,31713678,white,male,3500 35TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
16-0178,27156412,white,female,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0178,57842599,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0179,63453523,white,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0179,20399820,white,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0179,95242807,latino,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0180,45238191,black,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0180,88890478,white,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0181,53053933,latino,male,2200 22ND DISTRICT,Harassment,No Sustained Findings,Not Applicable
16-0182,64767076,black,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0183,64654123,white,female,5602 Neighborhood Servic,Lack of Service,No Sustained Findings,Not Applicable
16-0184,57842599,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0184,57842599,white,male,2400 24TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0627,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
16-0184,58029195,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0185,15757409,white,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0185,84112111,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0185,93475381,white,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0185,93475381,white,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
16-0185,93475381,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0186,75165635,white,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0187,35497266,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0187,54487478,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0188,55443117,white,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0188,35272733,white,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
16-0188,15757409,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0188,15757409,white,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
16-0188,35272733,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
